Title,URL,Name,Rating,Ratings_Count,Address,Phone,Services,Photo_URLs,Error
"Siva Sai Gents Beauty Salons Near Sai Baba Temple Suryanagar, Amalapuram",https://www.justdial.com/Amalapuram/Siva-Sai-Gents-Beauty-Salons-Near-Sai-Baba-Temple-Suryanagar/9999P8856-8856-181205120256-R6M8_BZDET,Siva Sai Gents Beauty Salons,4.5,1Rating,"Near Sai Baba Temple, Km Agharam, Suryanagar, Amalapuram-533201, Andhra Pradesh",,"Hair Colour, Hair Cut, Hair Styling",https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.181205120256.r6m8/catalogue/siva-sai-gents-beauty-salons-amalapuram--amalapuram-beauty-parlours-0f798hwpf6-250.jpeg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.181205120256.r6m8/catalogue/siva-sai-gents-beauty-salons-amalapuram--amalapuram-beauty-parlours-1dd7lf3dvl-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.181205120256.r6m8/catalogue/siva-sai-gents-beauty-salons-amalapuram--amalapuram-beauty-parlours-1dd7lf3dvl.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.181205120256.r6m8/catalogue/siva-sai-gents-beauty-salons-amalapuram--amalapuram-beauty-parlours-1z3nkul2zm.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.181205120256.r6m8/catalogue/siva-sai-gents-beauty-salons-amalapuram--amalapuram-beauty-parlours-iibxq6bmo5.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.181205120256.r6m8/catalogue/siva-sai-gents-beauty-salons-amalapuram-0ucpgi6bqf-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.181205120256.r6m8/catalogue/siva-sai-gents-beauty-salons-amalapuram-0ucpgi6bqf.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.181205120256.r6m8/catalogue/siva-sai-gents-beauty-salons-amalapuram-1wipbrmize.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.181205120256.r6m8/catalogue/siva-sai-gents-beauty-salons-amalapuram-movi5pv2vl.jpg?w=1920&q=80,
"Paduchuri Manga Rao  Indupalli, East Godavari",https://www.justdial.com/East-Godavari/Paduchuri-Manga-Rao-Indupalli/9999PX883-X883-240314100518-A1I3_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/46wh2r14j7tclkm-mseg38w2py-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/ramani-beauty-parlour-muslim-street-amalapuram-beauty-parlours-g4cb1rf5lz-250.jpg?w=1920&q=80,
"Satya Herbal Beautiparlour Sk  Peruru, East Godavari",https://www.justdial.com/East-Godavari/Satya-Herbal-Beautiparlour-Sk-Peruru/9999PX883-X883-240720192848-H5G3_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/comp/amalapuram/c9/9999p8856.8856.090701142018.r2c9/catalogue/sobha-beauty-parlour-amalapuram-beauty-parlours-0kngocqkvx-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/c9/9999p8856.8856.090701142018.r2c9/catalogue/sobha-beauty-parlour-amalapuram-ho-amalapuram-beauty-parlours-at-home-p1r463pybj-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/dmm4gggy6bu4t8t-gvxlodel3x-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/vhxi2a7cahkmuif-5zy63tvx0q-250.jpg?w=1920&q=80,
"Nuthan Hair Style  Ambajipeta, East Godavari",https://www.justdial.com/East-Godavari/Nuthan-Hair-Style-Ambajipeta/9999PX883-X883-210123132045-Z7P5_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/comp/amalapuram/c9/9999p8856.8856.090701142018.r2c9/catalogue/sobha-beauty-parlour-amalapuram-beauty-parlours-0kngocqkvx-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/c9/9999p8856.8856.090701142018.r2c9/catalogue/sobha-beauty-parlour-amalapuram-ho-amalapuram-beauty-parlours-at-home-p1r463pybj-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/dmm4gggy6bu4t8t-gvxlodel3x-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/vhxi2a7cahkmuif-5zy63tvx0q-250.jpg?w=1920&q=80,
"Aparna Beauty Parlour  Challapalli, East Godavari",https://www.justdial.com/East-Godavari/Aparna-Beauty-Parlour-Challapalli/9999PX883-X883-240528141309-S8T4_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/dmm4gggy6bu4t8t-gvxlodel3x-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/vhxi2a7cahkmuif-5zy63tvx0q-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/v4/9999p8856.8856.191001200618.b5v4/catalogue/ramaneeyam-beauty-parlour-amalapuram-ho-amalapuram-beauty-parlours-kxxsdta0j4-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/v4/9999p8856.8856.191001200618.b5v4/catalogue/ramaneeyam-beauty-parlour-amalapuram-ho-amalapuram-beauty-parlours-vwqb142g1i-250.jpg?w=1920&q=80,
"Mahalakshmi Beauty Parlour  Allavaram, East Godavari",https://www.justdial.com/East-Godavari/Mahalakshmi-Beauty-Parlour-Allavaram/9999PX883-X883-200118230527-K1B4_BZDET,,,,,,Not listed,https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/dmm4gggy6bu4t8t-gvxlodel3x-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/vhxi2a7cahkmuif-5zy63tvx0q-250.jpg?w=1920&q=80,
"Sk Hair Saloon Near Union Bank Of India Munganda, East Godavari",https://www.justdial.com/East-Godavari/Sk-Hair-Saloon-Near-Union-Bank-Of-India-Munganda/9999PX883-X883-240528105040-Q7G1_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/v2/comp/amalapuram/j1/9999p8856.8856.250211103826.g5j1/catalogue/0oi6fv4wcz94uh1-2n63yhzdjo-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/j1/9999p8856.8856.250211103826.g5j1/catalogue/pnjbpqzn0bg7tgz-mv2yac2998-250.jpg?w=1920&q=80,
"Bone Beauty Parlour & Bridal Studio  Mukteswaram, East Godavari",https://www.justdial.com/East-Godavari/Bone-Beauty-Parlour-Bridal-Studio-Mukteswaram/9999PX883-X883-230821180904-Y8W7_BZDET,Bone Beauty Parlour & Bridal Studio,5.0,17Ratings,"Kalyana Chakravarthi Theater, Mummidivaram Mukteswaram Road, Mukteswaram, East Godavari-533211, Andhra Pradesh","07411831241, 09725467558","Hair Colour, Hair Cut, Hair Styling",https://content.jdmagicbox.com/comp/east-godavari/w7/9999px883.x883.230821180904.y8w7/catalogue/bone-beauty-parlour-and-bridal-studio-east-godavari-beauty-parlours-bbz5q3g9e7.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/east-godavari/w7/9999px883.x883.230821180904.y8w7/catalogue/bone-beauty-parlour-and-bridal-studio-east-godavari-beauty-parlours-fqmpmxfxc0.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/east-godavari/w7/9999px883.x883.230821180904.y8w7/catalogue/bone-beauty-parlour-and-bridal-studio-east-godavari-beauty-parlours-it5y87epwc.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/east-godavari/w7/9999px883.x883.230821180904.y8w7/catalogue/bone-beauty-parlour-and-bridal-studio-east-godavari-beauty-parlours-yntz3x5g7h.jpg?w=1920&q=80,
"Dnr Hair Saloon  Munganda, East Godavari",https://www.justdial.com/East-Godavari/Dnr-Hair-Saloon-Munganda/9999PX883-X883-240228054631-V1W5_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/v2/comp/amalapuram/j1/9999p8856.8856.250211103826.g5j1/catalogue/0oi6fv4wcz94uh1-2n63yhzdjo-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/j1/9999p8856.8856.250211103826.g5j1/catalogue/pnjbpqzn0bg7tgz-mv2yac2998-250.jpg?w=1920&q=80,
"Manikanta Hair Styles  Mukteswaram, East Godavari",https://www.justdial.com/East-Godavari/Manikanta-Hair-Styles-Mukteswaram/9999P8856-8856-110310201802-N6G9_BZDET,Manikanta Hair Styles,5.0,1Rating,"Main Road, Mukteswaram, East Godavari-533211, Andhra Pradesh",,"Hair Colour, Hair Cut, Hair Styling",,
"Sri Arna Beauty Parlour Opposite OSbi Atm Mamidikududru, East Godavari",https://www.justdial.com/East-Godavari/Sri-Arna-Beauty-Parlour-Opposite-Osbi-Atm-Mamidikududru/9999PX883-X883-250526011958-F7J9_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/46wh2r14j7tclkm-mseg38w2py-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/ramani-beauty-parlour-muslim-street-amalapuram-beauty-parlours-g4cb1rf5lz-250.jpg?w=1920&q=80,
"Ramesh Saloon  Pedapatnam, East Godavari",https://www.justdial.com/East-Godavari/Ramesh-Saloon-Pedapatnam/9999PX883-X883-180901140541-Z5C8_BZDET,Ramesh Saloon,4.9,12Ratings,"RameshSaloon, Pedapatnam Sivalayam Street Somalamma Talli Temple Opp, Pedapatnam, East Godavari - 533249, Andhra Pradesh",,"Hair Colour, Hair Cut, Hair Styling",https://content.jdmagicbox.com/comp/east-godavari/c8/9999px883.x883.180901140541.z5c8/catalogue/ramesh-hair-styles-pedapatnam-lanka-east-godavari-hair-stylists-7br57cz83t.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/east-godavari/c8/9999px883.x883.180901140541.z5c8/catalogue/ramesh-hair-styles-pedapatnam-lanka-east-godavari-hair-stylists-iuuhaykanq.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/east-godavari/c8/9999px883.x883.180901140541.z5c8/catalogue/ramesh-saloon-pedapatnam-east-godavari-hair-stylists-bilhx8m1te.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/east-godavari/c8/9999px883.x883.180901140541.z5c8/catalogue/ramesh-saloon-pedapatnam-east-godavari-hair-stylists-n05plqqvyz.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/east-godavari/c8/9999px883.x883.180901140541.z5c8/catalogue/ramesh-saloon-pedapatnam-east-godavari-hair-stylists-otqaqg0f44.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/east-godavari/c8/9999px883.x883.180901140541.z5c8/catalogue/ramesh-saloon-pedapatnam-east-godavari-hair-stylists-rztvasc5qu.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/east-godavari/c8/9999px883.x883.180901140541.z5c8/catalogue/ramesh-saloon-pedapatnam-east-godavari-hair-stylists-wgbvyo0zzl.jpg?w=1920&q=80,
"Famous Prasad Salon  Narendrapuram, East Godavari",https://www.justdial.com/East-Godavari/Famous-Prasad-Salon-Narendrapuram/9999PX883-X883-211129230824-D1Z2_BZDET,Famous Prasad Salon,4.2,4Ratings,"Korukonda Road, Narendrapuram, East Godavari-533229, Andhra Pradesh",,"Hair Colour, Hair Cut, Hair Styling",https://content.jdmagicbox.com/v2/comp/east-godavari/z2/9999px883.x883.211129230824.d1z2/catalogue/famous-prasad-salon-narendrapuram-east-godavari-salons-kxn4488edn.jpg?w=1920&q=80,
"Sri Venkata Durga Hairstyles  Narendrapuram, East Godavari",https://www.justdial.com/East-Godavari/Sri-Venkata-Durga-Hairstyles-Narendrapuram/9999PX883-X883-230519080319-N2Y7_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/46wh2r14j7tclkm-mseg38w2py-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/ramani-beauty-parlour-muslim-street-amalapuram-beauty-parlours-g4cb1rf5lz-250.jpg?w=1920&q=80,
"Jeevan Gents Beauty Parlour  Mummidivaram, East Godavari",https://www.justdial.com/East-Godavari/Jeevan-Gents-Beauty-Parlour-Mummidivaram/9999PX883-X883-190826201342-L7G8_BZDET,Jeevan Gents Beauty Parlour,4.4,14Ratings,"Mummidivaram, East Godavari-533216, Andhra Pradesh",,"Hair Colour, Hair Cut, Hair Styling",https://content.jdmagicbox.com/comp/east-godavari/g8/9999px883.x883.190826201342.l7g8/catalogue/jeevan-gents-beauty-parlour-mummidivaram-east-godavari-beauty-parlours-p9ow2o5mm3.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/east-godavari/g8/9999px883.x883.190826201342.l7g8/catalogue/jeevan-gents-beauty-parlour-mummidivaram-east-godavari-beauty-parlours-pphhnjnkmv-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/east-godavari/g8/9999px883.x883.190826201342.l7g8/catalogue/jeevan-gents-beauty-parlour-mummidivaram-east-godavari-beauty-parlours-pphhnjnkmv.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/east-godavari/g8/9999px883.x883.190826201342.l7g8/catalogue/jeevan-gents-beauty-parlour-mummidivaram-east-godavari-beauty-parlours-tyclcysx2g.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/east-godavari/g8/9999px883.x883.190826201342.l7g8/catalogue/jeevan-gents-beauty-parlour-mummidivaram-east-godavari-beauty-parlours-yxlj7hbbao-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/east-godavari/g8/9999px883.x883.190826201342.l7g8/catalogue/jeevan-gents-beauty-parlour-mummidivaram-east-godavari-beauty-parlours-yxlj7hbbao.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/east-godavari/g8/9999px883.x883.190826201342.l7g8/catalogue/jeevan-gents-beauty-parlour-mummidivaram-east-godavari-beauty-parlours-zkf3d321js.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/east_godavari/g8/9999px883.x883.190826201342.l7g8/catalogue/jeevan-gents-beauty-parlour-mummidivaram-east-godavari-beauty-parlours-i6z368t2ga.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/east-godavari/g8/9999px883.x883.190826201342.l7g8/catalogue/jeevan-gents-beauty-parlour-mummidivaram-east-godavari-beauty-parlours-kd2kfn2d4a-250.jpg?w=1920&q=80,
"Beauty Spot  Mummidivaram, East Godavari",https://www.justdial.com/East-Godavari/Beauty-Spot-Mummidivaram/9999PX883-X883-241110005426-Y3S8_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/dmm4gggy6bu4t8t-gvxlodel3x-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/vhxi2a7cahkmuif-5zy63tvx0q-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/v4/9999p8856.8856.191001200618.b5v4/catalogue/ramaneeyam-beauty-parlour-amalapuram-ho-amalapuram-beauty-parlours-kxxsdta0j4-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/v4/9999p8856.8856.191001200618.b5v4/catalogue/ramaneeyam-beauty-parlour-amalapuram-ho-amalapuram-beauty-parlours-vwqb142g1i-250.jpg?w=1920&q=80,
"Lakshmi Durga Hyre Style Magatapalli Idarada, East Godavari",https://www.justdial.com/East-Godavari/Lakshmi-Durga-Hyre-Style-Magatapalli-Idarada/9999PX883-X883-230518123524-Z6J6_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/46wh2r14j7tclkm-mseg38w2py-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/ramani-beauty-parlour-muslim-street-amalapuram-beauty-parlours-g4cb1rf5lz-250.jpg?w=1920&q=80,
"Prasanna Raju Hairstyles  Podalada, East Godavari",https://www.justdial.com/East-Godavari/Prasanna-Raju-Hairstyles-Podalada/9999PX883-X883-250206233527-Z9N9_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/46wh2r14j7tclkm-mseg38w2py-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/ramani-beauty-parlour-muslim-street-amalapuram-beauty-parlours-g4cb1rf5lz-250.jpg?w=1920&q=80,
"Chinna Hair Styles  Avidi, East Godavari",https://www.justdial.com/East-Godavari/Chinna-Hair-Styles-Avidi/9999PX883-X883-240603202658-K5G6_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/v2/comp/amalapuram/j1/9999p8856.8856.250211103826.g5j1/catalogue/0oi6fv4wcz94uh1-2n63yhzdjo-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/j1/9999p8856.8856.250211103826.g5j1/catalogue/pnjbpqzn0bg7tgz-mv2yac2998-250.jpg?w=1920&q=80,
"Lokesh Hair Style Near Ambedkar Statue Idarada, East Godavari",https://www.justdial.com/East-Godavari/Lokesh-Hair-Style-Near-Ambedkar-Statue-Idarada/9999PX883-X883-231111153308-W3C7_BZDET,Lokesh Hair Style,4.0,3Ratings,"11/2,  Gogannamattam, Near Ambedkar Statue, Idarada, East Godavari-533247, Andhra Pradesh",,"Hair Colour, Hair Cut, Hair Styling",,
Ganesha Hair Salon,https://www.justdial.com/East-Godavari/Ganesha-Hair-Salon/9999PX883-X883-250906094151-L1R3_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/46wh2r14j7tclkm-mseg38w2py-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/ramani-beauty-parlour-muslim-street-amalapuram-beauty-parlours-g4cb1rf5lz-250.jpg?w=1920&q=80,
"Sri Venkateswara Hair Style Beside Srinivasa Theatre Tatipaka, East Godavari",https://www.justdial.com/East-Godavari/Sri-Venkateswara-Hair-Style-Beside-Srinivasa-Theatre-Tatipaka/9999PX883-X883-230911035752-J1M5_BZDET,Sri Venkateswara Hair Style,3.0,2Ratings,"Shop No.2, ,   Razole Mandal,  6/3, Beside Srinivasa Theatre, Main Road, Tatipaka, East Godavari-533249, Andhra Pradesh",,"Hair Colour, Hair Cut, Hair Styling",,
"New Fashion Hair Styles AC Beside Honda Showroom Tatipaka, East Godavari",https://www.justdial.com/East-Godavari/New-Fashion-Hair-Styles-AC-Beside-Honda-Showroom-Tatipaka/9999PX883-X883-160602165328-K9Y8_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/dmm4gggy6bu4t8t-gvxlodel3x-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/vhxi2a7cahkmuif-5zy63tvx0q-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/t4/9999p8856.8856.230908112524.r5t4/catalogue/h8hpe2ooa5epdm6-xsfguznu2j-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/t4/9999p8856.8856.230908112524.r5t4/catalogue/txuvafardj91tzh-hiokm6m321-250.jpg?w=1920&q=80,
"Nagu Hair Style  Mogalikuduru, East Godavari",https://www.justdial.com/East-Godavari/Nagu-Hair-Style-Mogalikuduru/9999PX883-X883-200214202128-P4V9_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/v2/comp/amalapuram/j1/9999p8856.8856.250211103826.g5j1/catalogue/0oi6fv4wcz94uh1-2n63yhzdjo-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/j1/9999p8856.8856.250211103826.g5j1/catalogue/pnjbpqzn0bg7tgz-mv2yac2998-250.jpg?w=1920&q=80,
"Srinu Salon & Beauty Parlour Beside Sai Tiffin Tatipaka, East Godavari",https://www.justdial.com/East-Godavari/Srinu-Salon-Beauty-Parlour-Beside-Sai-Tiffin-Tatipaka/9999PX883-X883-160606161242-I8K4_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/comp/amalapuram/i5/9999p8856.8856.220317220642.c1i5/catalogue/opulence-unisex-salon-hair-and-beyond-amalapuram-beauty-parlours-18niettxf1-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/i5/9999p8856.8856.220317220642.c1i5/catalogue/opulence-unisex-salon-hair-and-beyond-amalapuram-beauty-parlours-u6c75hcret-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/t4/9999p8856.8856.230908112524.r5t4/catalogue/h8hpe2ooa5epdm6-xsfguznu2j-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/t4/9999p8856.8856.230908112524.r5t4/catalogue/txuvafardj91tzh-hiokm6m321-250.jpg?w=1920&q=80,
"Srinu Saloon  Jaggannapeta, East Godavari",https://www.justdial.com/East-Godavari/Srinu-Saloon-Jaggannapeta/9999PX883-X883-200928231410-Y1Q1_BZDET,Srinu Saloon,4.1,40Ratings,"Nh216, Jaggannapeta, East Godavari-533249, Andhra Pradesh",,"Hair Colour, Hair Cut, Hair Styling",https://content.jdmagicbox.com/comp/service_catalogue/salons-attr-mineral-acne-treatment-cleanup-spa3064-4-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/east_godavari/q1/9999px883.x883.200928231410.y1q1/catalogue/srinu-saloon-jaggannapeta-east-godavari-salons-WjCq4NXRbn-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/east_godavari/q1/9999px883.x883.200928231410.y1q1/catalogue/srinu-saloon-jaggannapeta-east-godavari-salons-aJBCAOA5IM-250.jpg?w=1920&q=80,
"Glamour Touch Beauty Parlour  Tatipaka, East Godavari",https://www.justdial.com/East-Godavari/Glamour-Touch-Beauty-Parlour-Tatipaka/9999PX883-X883-240704233101-Q7G9_BZDET,,,,,,Not listed,https://content.jdmagicbox.com/comp/amalapuram/c9/9999p8856.8856.090701142018.r2c9/catalogue/sobha-beauty-parlour-amalapuram-beauty-parlours-0kngocqkvx-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/c9/9999p8856.8856.090701142018.r2c9/catalogue/sobha-beauty-parlour-amalapuram-ho-amalapuram-beauty-parlours-at-home-p1r463pybj-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/dmm4gggy6bu4t8t-gvxlodel3x-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/vhxi2a7cahkmuif-5zy63tvx0q-250.jpg?w=1920&q=80,
"Kumar Hair Styles  Ponnamanda, EAST GODAVARI",https://www.justdial.com/East-Godavari/Kumar-Hair-Styles-Ponnamanda/9999PE883-E883-110830222838-P2G5_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/46wh2r14j7tclkm-mseg38w2py-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/ramani-beauty-parlour-muslim-street-amalapuram-beauty-parlours-g4cb1rf5lz-250.jpg?w=1920&q=80,
"Sri Nagu Hairstyles  Razole, East Godavari",https://www.justdial.com/East-Godavari/Sri-Nagu-Hairstyles-Razole/9999PX883-X883-230420082240-G7H8_BZDET,Sri Nagu Hairstyles,4.0,2Ratings,"Sh 235, Kadali, Razole, East Godavari-533242, Andhra Pradesh",,"Hair Colour, Hair Cut, Hair Styling",,
"Art Of Hair Near By Address Ganti, East Godavari",https://www.justdial.com/East-Godavari/Art-Of-Hair-Near-By-Address-Ganti/9999PX883-X883-240721084205-Z8K3_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/v2/comp/amalapuram/j1/9999p8856.8856.250211103826.g5j1/catalogue/0oi6fv4wcz94uh1-2n63yhzdjo-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/j1/9999p8856.8856.250211103826.g5j1/catalogue/pnjbpqzn0bg7tgz-mv2yac2998-250.jpg?w=1920&q=80,
"Vintage Salon Shop - Doddipatla  Doddipatla, West Godavari",https://www.justdial.com/West-Godavari/Vintage-Salon-Shop-Doddipatla-Doddipatla/9999P8812-8812-231019085333-K4K7_BZDET,Vintage Salon Shop - Doddipatla,3.0,2Ratings,"Palakollu, Main Road, Doddipatla, West Godavari-534266, Andhra Pradesh",,"Hair Colour, Hair Cut, Hair Styling",https://content.jdmagicbox.com/comp/west-godavari/k7/9999p8812.8812.231019085333.k4k7/catalogue/vintage-salon-shop-doddipatla-doddipatla-west-godavari-salons-1xht1zw2p1.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/west-godavari/k7/9999p8812.8812.231019085333.k4k7/catalogue/vintage-salon-shop-doddipatla-doddipatla-west-godavari-salons-xr6t51ky3f.jpg?w=1920&q=80,
